city,state,dma_name,dma_code
LANE,SD,SIOUX FALLS (MITCHELL),725
LANE,SC,"CHARLESTON, SC",519
LANE,OK,SHERMAN - ADA,657
LANE,KS,KANSAS CITY,616
LANDRUM,SC,GREENVLL - SPART - ASHEVLL - AND,567
LAMONT,FL,TALLAHASSEE - THOMASVILLE,530
LAMONT,CA,BAKERSFIELD,800
LAMONI,IA,DES MOINES - AMES,679
LAKEWOOD,WI,GREEN BAY - APPLETON,658
LAKEWOOD,NM,ALBUQUERQUE - SANTA FE,790
LAKEVILLE,OH,CLEVELAND - AKRON (CANTON),510
LAKEVILLE,NY,"ROCHESTER, NY",538
LAKEVILLE,MN,MINNEAPOLIS - ST. PAUL,613
LAKEVILLE,MI,DETROIT,505
LAKEVIEW,TX,AMARILLO,634
LAKEVIEW,OH,DAYTON,542
LAKEVIEW,NC,RALEIGH - DURHAM (FAYETVLLE),560
LAKEVIEW,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
LAKEVIEW,AR,"SPRINGFIELD, MO",619
LAKETOWN,UT,SALT LAKE CITY,770
LAKESIDE PARK,KY,CINCINNATI,515
LAKESIDE MARBLEHEAD,OH,TOLEDO,547
LAKESIDE,OR,EUGENE,801
LAKESIDE,NE,DENVER,751
LAKEWOOD,OH,CLEVELAND - AKRON (CANTON),510
LAKIN,KS,WICHITA - HUTCHINSON PLUS,678
LAMOILLE,NV,SALT LAKE CITY,770
LAKOTA,IA,DES MOINES - AMES,679
LAME DEER,MT,BILLINGS,756
LAMBSBURG,VA,ROANOKE - LYNCHBURG,573
LAMBROOK,AR,MEMPHIS,640
LAMBERTVILLE,MI,DETROIT,505
LAMBERTON,MN,MINNEAPOLIS - ST. PAUL,613
LAMBERT,MT,MINOT - BISMARCK - DICKINSON,687
LAMBERT,MS,MEMPHIS,640
LAMARTINE,PA,PITTSBURGH,508
LAMAR,SC,MYRTLE BEACH - FLORENCE,570
LAMAR,PA,WILKES BARRE - SCRANTON,577
LAMAR,MS,MEMPHIS,640
LAMAR,MO,JOPLIN - PITTSBURG,603
LAMAR,CO,DENVER,751
LAMAR,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
LAKOTA,ND,FARGO - VALLEY CITY,724
HEBRON,OH,"COLUMBUS, OH",535
HEBRON,MD,SALISBURY,576
EATON PARK,FL,TAMPA - ST. PETE (SARASOTA),539
FLEMINGTON,WV,CLARKSBURG - WESTON,598
FLINTON,PA,JOHNSTOWN - ALTOONA,574
FLINTHILL,MO,ST. LOUIS,609
FLINT HILL,VA,"WASHINGTON, DC (HAGRSTWN)",511
FLINT,TX,TYLER - LONGVIEW (LFKN & NCGD),709
FLETCHER,OK,WICHITA FALLS & LAWTON,627
FLETCHER,NC,GREENVLL - SPART - ASHEVLL - AND,567
FLENSBURG,MN,MINNEAPOLIS - ST. PAUL,613
FLEMINGTON,MO,"SPRINGFIELD, MO",619
FLATGAP,KY,CHARLESTON - HUNTINGTON,564
FLEMINGSBURG,KY,LEXINGTON,541
FLEMING ISLAND,FL,JACKSONVILLE,561
FLEMING,PA,JOHNSTOWN - ALTOONA,574
FLEMING,CO,DENVER,751
FLEISCHMANNS,NY,BINGHAMTON,502
FLEETWOOD,PA,PHILADELPHIA,504
FLEETVILLE,PA,WILKES BARRE - SCRANTON,577
FLINTSTONE,GA,CHATTANOOGA,575
FLINTSTONE,MD,"WASHINGTON, DC (HAGRSTWN)",511
FLINTVILLE,TN,HUNTSVILLE - DECATUR (FLOR),691
FLIPPIN,AR,"SPRINGFIELD, MO",619
FLORENCE,KS,WICHITA - HUTCHINSON PLUS,678
FLORENCE,CO,COLORADO SPRINGS - PUEBLO,752
FLORENCE,AZ,PHOENIX (PRESCOTT),753
FLORALA,AL,MONTGOMERY (SELMA),698
FLORAL CITY,FL,TAMPA - ST. PETE (SARASOTA),539
FLORAL,AR,LITTLE ROCK - PINE BLUFF,693
FLORAHOME,FL,JACKSONVILLE,561
FLORA VISTA,NM,ALBUQUERQUE - SANTA FE,790
FLORA,MS,"JACKSON, MS",718
FLORA,LA,SHREVEPORT,612
FLORA,IL,ST. LOUIS,609
FLOODWOOD,MN,DULUTH - SUPERIOR,676
FLOMOT,TX,LUBBOCK,651
FLOMATON,AL,MOBILE - PENSACOLA (FT WALT),686
FLOM,MN,FARGO - VALLEY CITY,724
FLATWOODS,KY,CHARLESTON - HUNTINGTON,564
FLAT ROCK,OH,TOLEDO,547
FLORENCE,MS,"JACKSON, MS",718
FISHER,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
FISHERVILLE,KY,LOUISVILLE,529
FISHERTOWN,PA,JOHNSTOWN - ALTOONA,574
FISHERSVILLE,VA,HARRISONBURG,569
FISHERS LANDING,NY,WATERTOWN,549
FISHERS,NY,"ROCHESTER, NY",538
FISHER,MN,FARGO - VALLEY CITY,724
FISHER,LA,SHREVEPORT,612
FISHER,AR,MEMPHIS,640
FLAT ROCK,MI,DETROIT,505
FISH CREEK,WI,GREEN BAY - APPLETON,658
FISH CAMP,CA,FRESNO - VISALIA,866
FISCHER,TX,SAN ANTONIO,641
FIRTH,NE,LINCOLN & HSTNGS - KRNY,722
FIRTH,ID,IDAHO FALLS - POCATELLO,758
FIRESTONE,CO,DENVER,751
FIREBAUGH,CA,FRESNO - VISALIA,866
FISHING CREEK,MD,SALISBURY,576
FISHKILL,NY,NEW YORK,501
FISHS EDDY,NY,BINGHAMTON,502
FISK,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
FLAT ROCK,IN,INDIANAPOLIS,527
FLAT ROCK,IL,TERRE HAUTE,581
FLAT ROCK,AL,HUNTSVILLE - DECATUR (FLOR),691
FLAT,TX,WACO - TEMPLE - BRYAN,625
FLAGLER BEACH,FL,ORLANDO - DAYTONA BCH - MELBRN,534
FLAGLER,CO,DENVER,751
FLAG POND,TN,"TRI - CITIES, TN - VA",531
FIVE POINTS,CA,FRESNO - VISALIA,866
FIVE POINTS,AL,"COLUMBUS, GA",522
FITZPATRICK,AL,MONTGOMERY (SELMA),698
FITZHUGH,OK,SHERMAN - ADA,657
FITZGERALD,GA,"ALBANY, GA",525
FITTSTOWN,OK,SHERMAN - ADA,657
FITHIAN,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
FISTY,KY,LEXINGTON,541
FLORENCE,MO,COLUMBIA - JEFFERSON CITY,604
FLORENCE,MT,MISSOULA,762
FINLEY,TN,MEMPHIS,640
FOREST,LA,MONROE - EL DORADO,628
FOREST CITY,NC,GREENVLL - SPART - ASHEVLL - AND,567
FOREST CITY,MO,KANSAS CITY,616
FOREST CITY,IL,PEORIA - BLOOMINGTON,675
FOREST CITY,IA,ROCHESTR - MASON CITY - AUSTIN,611
FOREST,VA,ROANOKE - LYNCHBURG,573
FOREST,OH,"COLUMBUS, OH",535
FOREST,MS,"JACKSON, MS",718
FOREST,IN,INDIANAPOLIS,527
FORBESTOWN,CA,CHICO - REDDING,868
FOREMAN,AR,SHREVEPORT,612
FORDYCE,NE,SIOUX CITY,624
FORDYCE,AR,LITTLE ROCK - PINE BLUFF,693
FORDOCHE,LA,BATON ROUGE,716
FORDLAND,MO,"SPRINGFIELD, MO",619
FORD CITY,PA,PITTSBURGH,508
FORD,WA,SPOKANE,881
FOREST FALLS,CA,LOS ANGELES,803
FOREST GROVE,PA,PHILADELPHIA,504
FOREST HILL,LA,"ALEXANDRIA, LA",644
FOREST HILL,MD,BALTIMORE,512
FORESTVILLE,CA,SAN FRANCISCO - OAK - SAN JOSE,807
FORESTPORT,NY,UTICA,526
FORESTON,MN,MINNEAPOLIS - ST. PAUL,613
FORESTHILL,CA,SACRAMNTO - STKTN - MODESTO,862
FORESTBURG,TX,WICHITA FALLS & LAWTON,627
FOREST RIVER,ND,FARGO - VALLEY CITY,724
FOREST RANCH,CA,CHICO - REDDING,868
FOREST PARK,IL,CHICAGO,602
FOREST LAKES,AZ,PHOENIX (PRESCOTT),753
FOREST LAKE,MN,MINNEAPOLIS - ST. PAUL,613
FOREST KNOLLS,CA,SAN FRANCISCO - OAK - SAN JOSE,807
FOREST JUNCTION,WI,GREEN BAY - APPLETON,658
FOREST HOME,AL,MONTGOMERY (SELMA),698
FOREST HILLS,NY,NEW YORK,501
FOREST HILL,WV,BLUEFIELD - BECKLEY - OAK HILL,559
FORCE,PA,JOHNSTOWN - ALTOONA,574
FORBES ROAD,PA,PITTSBURGH,508
FLORENCE,OR,EUGENE,801
FLOURTOWN,PA,PHILADELPHIA,504
FLUSHING,MI,FLINT - SAGINAW - BAY CITY,513
FLUKER,LA,NEW ORLEANS,622
FLOYDS KNOBS,IN,LOUISVILLE,529
FLOYD,VA,ROANOKE - LYNCHBURG,573
FLOYD,NM,AMARILLO,634
FLOYD,IA,ROCHESTR - MASON CITY - AUSTIN,611
FLOVILLA,GA,ATLANTA,524
FLOSSMOOR,IL,CHICAGO,602
FOOTVILLE,WI,MADISON,669
FLORISSANT,CO,COLORADO SPRINGS - PUEBLO,752
FLORIEN,LA,SHREVEPORT,612
FLORIDA,NY,NEW YORK,501
FLORESVILLE,TX,SAN ANTONIO,641
FLORENCE,WI,MARQUETTE,553
FLORENCE,TX,AUSTIN,635
FLORENCE,SD,SIOUX FALLS (MITCHELL),725
FLYNN,TX,WACO - TEMPLE - BRYAN,625
FOGELSVILLE,PA,PHILADELPHIA,504
FOLCROFT,PA,PHILADELPHIA,504
FOLKSTON,GA,JACKSONVILLE,561
FOOSLAND,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
FONTANET,IN,TERRE HAUTE,581
FONTANELLE,IA,DES MOINES - AMES,679
FONTANA DAM,NC,GREENVLL - SPART - ASHEVLL - AND,567
FONTANA,WI,MILWAUKEE,617
FONTANA,KS,KANSAS CITY,616
FONDA,NY,ALBANY - SCHENECTADY - TROY,532
FONDA,IA,DES MOINES - AMES,679
FOLSOM,WV,WHEELING - STEUBENVILLE,554
FOLSOM,PA,PHILADELPHIA,504
FOLSOM,NM,AMARILLO,634
FOLSOM,LA,NEW ORLEANS,622
FOLLY BEACH,SC,"CHARLESTON, SC",519
FOLLETT,TX,AMARILLO,634
FOLLANSBEE,WV,WHEELING - STEUBENVILLE,554
FINLEYVILLE,PA,PITTSBURGH,508
FINLEY,OK,SHERMAN - ADA,657
FALL RIVER,WI,MADISON,669
FARMINGTON,WV,CLARKSBURG - WESTON,598
FARNHAMVILLE,IA,DES MOINES - AMES,679
FARNHAM,VA,RICHMOND - PETERSBURG,556
FARNER,TN,CHATTANOOGA,575
FARNAM,NE,LINCOLN & HSTNGS - KRNY,722
FARMLAND,IN,INDIANAPOLIS,527
FARMINGVILLE,NY,NEW YORK,501
FARMINGTON HILLS,MI,DETROIT,505
FARMINGTON,UT,SALT LAKE CITY,770
FARMINGTON,AR,FT. SMITH - FAY - SPRNGDL - RGRS,670
FARMINGTON,NY,"ROCHESTER, NY",538
FARMINGTON,MO,ST. LOUIS,609
FARMINGTON,MN,MINNEAPOLIS - ST. PAUL,613
FARMINGTON,KY,PADUCAH - CAPE GIRAR D - HARSBG,632
FARMINGTON,IL,PEORIA - BLOOMINGTON,675
FARMINGTON,IA,OTTUMWA - KIRKSVILLE,631
FARMINGTON,GA,ATLANTA,524
FARRAGUT,IA,OMAHA,652
FARRELL,PA,YOUNGSTOWN,536
FARSON,WY,SALT LAKE CITY,770
FARWELL,MI,TRAVERSE CITY - CADILLAC,540
FAYETTE CITY,PA,PITTSBURGH,508
FAYETTE,OH,TOLEDO,547
FAYETTE,NY,SYRACUSE,555
FAYETTE,MS,"JACKSON, MS",718
FAYETTE,MO,COLUMBIA - JEFFERSON CITY,604
FAYETTE,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
FAYETTE,AL,BIRMINGHAM (ANN & TUSC),630
FAY,OK,OKLAHOMA CITY,650
FAWNSKIN,CA,LOS ANGELES,803
FAUNSDALE,AL,MONTGOMERY (SELMA),698
FAULKTON,SD,SIOUX FALLS (MITCHELL),725
FAUCETT,MO,ST. JOSEPH,638
FATE,TX,DALLAS - FT. WORTH,623
FARWELL,TX,AMARILLO,634
FARWELL,NE,LINCOLN & HSTNGS - KRNY,722
FARMINGTON,CA,SACRAMNTO - STKTN - MODESTO,862
FARMINGDALE,NY,NEW YORK,501
FAYETTEVILLE,OH,CINCINNATI,515
FALLS OF ROUGH,KY,LOUISVILLE,529
FALUN,KS,WICHITA - HUTCHINSON PLUS,678
FALMOUTH,MI,TRAVERSE CITY - CADILLAC,540
FALMOUTH,KY,CINCINNATI,515
FALMOUTH,IN,INDIANAPOLIS,527
FALLSTON,NC,CHARLOTTE,517
FALLSTON,MD,BALTIMORE,512
FALLSBURG,NY,NEW YORK,501
FALLS MILLS,VA,BLUEFIELD - BECKLEY - OAK HILL,559
FARMERVILLE,LA,MONROE - EL DORADO,628
FALLS CREEK,PA,JOHNSTOWN - ALTOONA,574
FALLS CITY,OR,"PORTLAND, OR",820
FALLS,PA,WILKES BARRE - SCRANTON,577
FALLING WATERS,WV,"WASHINGTON, DC (HAGRSTWN)",511
FALLING ROCK,WV,CHARLESTON - HUNTINGTON,564
FALLENTIMBER,PA,JOHNSTOWN - ALTOONA,574
FALL ROCK,KY,LEXINGTON,541
FANCHER,NY,BUFFALO,514
FANCY FARM,KY,PADUCAH - CAPE GIRAR D - HARSBG,632
FANCY GAP,VA,ROANOKE - LYNCHBURG,573
FANNETTSBURG,PA,HARRISBURG - LNCSTR - LEB - YORK,566
FARMERSVILLE,TX,DALLAS - FT. WORTH,623
FARMERSVILLE,IL,ST. LOUIS,609
FARMERSVILLE,CA,FRESNO - VISALIA,866
FARMERS,KY,LEXINGTON,541
FARMER CITY,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
FARMER,OH,TOLEDO,547
FARLEY,MO,KANSAS CITY,616
FARLEY,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
FARINA,IL,ST. LOUIS,609
FARIBAULT,MN,MINNEAPOLIS - ST. PAUL,613
FARGO,OK,OKLAHOMA CITY,650
FARGO,GA,TALLAHASSEE - THOMASVILLE,530
FARBER,MO,COLUMBIA - JEFFERSON CITY,604
FANSHAWE,OK,FT. SMITH - FAY - SPRNGDL - RGRS,670
FANNIN,TX,SAN ANTONIO,641
FAYETTEVILLE,NY,SYRACUSE,555
FAYETTEVILLE,PA,HARRISBURG - LNCSTR - LEB - YORK,566
FINLEY,ND,FARGO - VALLEY CITY,724
FESTUS,MO,ST. LOUIS,609
FIELDS LANDING,CA,EUREKA,802
FIELDON,IL,ST. LOUIS,609
FIELDING,UT,SALT LAKE CITY,770
FIDELITY,IL,ST. LOUIS,609
FIDDLETOWN,CA,SACRAMNTO - STKTN - MODESTO,862
FIATT,IL,PEORIA - BLOOMINGTON,675
FEURA BUSH,NY,ALBANY - SCHENECTADY - TROY,532
FESSENDEN,ND,MINOT - BISMARCK - DICKINSON,687
FERNWOOD,MS,"JACKSON, MS",718
FERTILE,MN,FARGO - VALLEY CITY,724
FERTILE,IA,ROCHESTR - MASON CITY - AUSTIN,611
FERRYVILLE,WI,LA CROSSE - EAU CLAIRE,702
FERRYSBURG,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
FERRUM,VA,ROANOKE - LYNCHBURG,573
FERRIS,TX,DALLAS - FT. WORTH,623
FERRIS,IL,QUINCY - HANNIBAL - KEOKUK,717
FIFE LAKE,MI,TRAVERSE CITY - CADILLAC,540
FIFIELD,WI,WAUSAU - RHINELANDER,705
FILER,ID,TWIN FALLS,760
FILLMORE,IN,INDIANAPOLIS,527
FINLEY,CA,SAN FRANCISCO - OAK - SAN JOSE,807
FINLAYSON,MN,MINNEAPOLIS - ST. PAUL,613
FINLAND,MN,DULUTH - SUPERIOR,676
FINKSBURG,MD,BALTIMORE,512
FINGERVILLE,SC,GREENVLL - SPART - ASHEVLL - AND,567
FINGER,TN,MEMPHIS,640
FINGAL,ND,FARGO - VALLEY CITY,724
FINE,NY,WATERTOWN,549
FINDLEY LAKE,NY,BUFFALO,514
FINDLAY,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
FINCHVILLE,KY,LOUISVILLE,529
FINCASTLE,VA,ROANOKE - LYNCHBURG,573
FILLMORE,UT,SALT LAKE CITY,770
FILLMORE,NY,BUFFALO,514
FILLMORE,MO,ST. JOSEPH,638
FERRIDAY,LA,MONROE - EL DORADO,628
FERNWOOD,ID,SPOKANE,881
FAYETTEVILLE,TN,HUNTSVILLE - DECATUR (FLOR),691
FELDA,FL,FT. MYERS - NAPLES,571
FELTON,MN,FARGO - VALLEY CITY,724
FELTON,GA,ATLANTA,524
FELTON,CA,MONTEREY - SALINAS,828
FELT,OK,AMARILLO,634
FELLSMERE,FL,WEST PALM BEACH - FT. PIERCE,548
FELLOWS,CA,BAKERSFIELD,800
FELICITY,OH,CINCINNATI,515
FELCH,MI,MARQUETTE,553
FERNLEY,NV,RENO,811
FEESBURG,OH,CINCINNATI,515
FEDSCREEK,KY,CHARLESTON - HUNTINGTON,564
FEDERALSBURG,MD,BALTIMORE,512
FEASTERVILLE TREVOSE,PA,PHILADELPHIA,504
FAYWOOD,NM,ALBUQUERQUE - SANTA FE,790
FAYETTEVILLE,WV,BLUEFIELD - BECKLEY - OAK HILL,559
FAYETTEVILLE,TX,AUSTIN,635
FELTON,PA,HARRISBURG - LNCSTR - LEB - YORK,566
FELTS MILLS,NY,WATERTOWN,549
FENCE,WI,MARQUETTE,553
FENCE LAKE,NM,ALBUQUERQUE - SANTA FE,790
FERNEY,SD,SIOUX FALLS (MITCHELL),725
FERNDALE,PA,PHILADELPHIA,504
FERNDALE,NY,NEW YORK,501
FERNDALE,FL,ORLANDO - DAYTONA BCH - MELBRN,534
FERNDALE,CA,EUREKA,802
FERGUSON,NC,GREENSBORO - H. POINT - W. SALEM,518
FERGUSON,KY,LEXINGTON,541
FERGUSON,IA,DES MOINES - AMES,679
FERDINAND,IN,EVANSVILLE,649
FERDINAND,ID,SPOKANE,881
FENWICK,WV,CHARLESTON - HUNTINGTON,564
FENTRESS,TX,AUSTIN,635
FENTON,MI,FLINT - SAGINAW - BAY CITY,513
FENTON,LA,"LAFAYETTE, LA",642
FENTON,IA,DES MOINES - AMES,679
FORESTVILLE,MI,DETROIT,505
FORESTVILLE,NY,BUFFALO,514
FORESTVILLE,PA,PITTSBURGH,508
FREEBURG,MO,COLUMBIA - JEFFERSON CITY,604
FREEDOM,WY,SALT LAKE CITY,770
FREEDOM,PA,PITTSBURGH,508
FREEDOM,OK,OKLAHOMA CITY,650
FREEDOM,IN,INDIANAPOLIS,527
FREEDOM,CA,MONTEREY - SALINAS,828
FREEBURN,KY,CHARLESTON - HUNTINGTON,564
FREEBURG,PA,WILKES BARRE - SCRANTON,577
FREEBORN,MN,ROCHESTR - MASON CITY - AUSTIN,611
FREDONIA,WI,MILWAUKEE,617
FREDONIA,PA,YOUNGSTOWN,536
FREDONIA,NY,BUFFALO,514
FREDONIA,KY,PADUCAH - CAPE GIRAR D - HARSBG,632
FREDONIA,KS,JOPLIN - PITTSBURG,603
FREDONIA,AZ,PHOENIX (PRESCOTT),753
FREDERIKA,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
FREEHOLD,NY,ALBANY - SCHENECTADY - TROY,532
FREELAND,MD,BALTIMORE,512
FREELAND,MI,FLINT - SAGINAW - BAY CITY,513
FREELAND,PA,WILKES BARRE - SCRANTON,577
FREEVILLE,NY,SYRACUSE,555
FREETOWN,IN,LOUISVILLE,529
FREER,TX,CORPUS CHRISTI,600
FREEPORT,PA,PITTSBURGH,508
FREEPORT,NY,NEW YORK,501
FREEPORT,MN,MINNEAPOLIS - ST. PAUL,613
FREEPORT,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
FREEPORT,IL,ROCKFORD,610
FREEPORT,FL,PANAMA CITY,656
FREEMAN SPUR,IL,PADUCAH - CAPE GIRAR D - HARSBG,632
FREEMAN,VA,RICHMOND - PETERSBURG,556
FREEMAN,SD,SIOUX FALLS (MITCHELL),725
FREEMAN,MO,KANSAS CITY,616
FREELANDVILLE,IN,TERRE HAUTE,581
FREELAND,WA,SEATTLE - TACOMA,819
FREDERICKTOWN,OH,"COLUMBUS, OH",535
FREDERICKSBURG,PA,HARRISBURG - LNCSTR - LEB - YORK,566
FREMONT,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
FRANKLIN,TX,WACO - TEMPLE - BRYAN,625
FRANKLINTOWN,PA,HARRISBURG - LNCSTR - LEB - YORK,566
FRANKLINTON,NC,RALEIGH - DURHAM (FAYETVLLE),560
FRANKLINTON,LA,NEW ORLEANS,622
FRANKLIN SQUARE,NY,NEW YORK,501
FRANKLIN SPRINGS,GA,GREENVLL - SPART - ASHEVLL - AND,567
FRANKLIN FURNACE,OH,CHARLESTON - HUNTINGTON,564
FRANKLIN,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
FRANKLIN,PA,PITTSBURGH,508
FREDERICKSBURG,OH,CLEVELAND - AKRON (CANTON),510
FRANKLIN,OH,CINCINNATI,515
FRANKLIN,MO,COLUMBIA - JEFFERSON CITY,604
FRANKLIN,MN,MINNEAPOLIS - ST. PAUL,613
FRANKLIN,MI,DETROIT,505
FRANKLIN,IL,CHAMPAIGN & SPRNGFLD - DECATUR,648
FRANKLIN,ID,SALT LAKE CITY,770
FRANKLINVILLE,NC,GREENSBORO - H. POINT - W. SALEM,518
FRANKLINVILLE,NY,BUFFALO,514
FRANKSTON,TX,DALLAS - FT. WORTH,623
FRANKTOWN,CO,DENVER,751
FREDERICKSBURG,IN,LOUISVILLE,529
FREDERICKSBURG,IA,CEDAR RAPIDS - WTRLO - IWC&DUB,637
FREDERICK,PA,PHILADELPHIA,504
FREDERICK,CO,DENVER,751
FREDERIC,MI,TRAVERSE CITY - CADILLAC,540
FRED,TX,BEAUMONT - PORT ARTHUR,692
FRAZIERS BOTTOM,WV,CHARLESTON - HUNTINGTON,564
FRAZIER PARK,CA,BAKERSFIELD,800
FRAZEYSBURG,OH,ZANESVILLE,596
FRAZER,MT,GREAT FALLS,755
FRASER,MI,DETROIT,505
FRASER,CO,DENVER,751
FRANNIE,WY,BILLINGS,756
FRANKVILLE,AL,MOBILE - PENSACOLA (FT WALT),686
FRANKTOWN,VA,NORFOLK - PORTSMTH - NEWPT NWS,544
FREMONT,IN,FT. WAYNE,509
FREMONT,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
FORESTVILLE,WI,GREEN BAY - APPLETON,658
FRUITVALE,TX,DALLAS - FT. WORTH,623
FULTON,CA,SAN FRANCISCO - OAK - SAN JOSE,807
FULTON,AR,SHREVEPORT,612
FULSHEAR,TX,HOUSTON,618
FULLERTON,NE,LINCOLN & HSTNGS - KRNY,722
FULLERTON,ND,FARGO - VALLEY CITY,724
FULDA,MN,SIOUX FALLS (MITCHELL),725
FRYBURG,PA,PITTSBURGH,508
FRUITPORT,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
FROST,TX,DALLAS - FT. WORTH,623
FRUITLAND PARK,FL,ORLANDO - DAYTONA BCH - MELBRN,534
FRUITLAND,NM,ALBUQUERQUE - SANTA FE,790
FRUITLAND,MD,SALISBURY,576
FRUITLAND,ID,BOISE,757
FRUITLAND,IA,DAVENPORT - R. ISLAND - MOLINE,682
FRUITHURST,AL,ATLANTA,524
FRUITA,CO,GRAND JUNCTION - MONTROSE,773
FULTON,IN,SOUTH BEND - ELKHART,588
FULTON,MD,BALTIMORE,512
FULTON,MI,GRAND RAPIDS - KALMZOO - B. CRK,563
FULTON,MO,COLUMBIA - JEFFERSON CITY,604
GABBS,NV,LAS VEGAS,839
FYFFE,AL,HUNTSVILLE - DECATUR (FLOR),691
FURMAN,SC,SAVANNAH,507
FURMAN,AL,MONTGOMERY (SELMA),698
FURLONG,PA,PHILADELPHIA,504
FUNSTON,GA,"ALBANY, GA",525
FUNKSTOWN,MD,"WASHINGTON, DC (HAGRSTWN)",511
FUNK,NE,LINCOLN & HSTNGS - KRNY,722
FULTS,IL,ST. LOUIS,609
FULTONVILLE,NY,ALBANY - SCHENECTADY - TROY,532
FULTONHAM,NY,ALBANY - SCHENECTADY - TROY,532
FULTONDALE,AL,BIRMINGHAM (ANN & TUSC),630
FULTON,TX,CORPUS CHRISTI,600
FULTON,NY,SYRACUSE,555
FULTON,MS,COLUMBUS - TUPELO - WEST POINT,673
FROSTPROOF,FL,TAMPA - ST. PETE (SARASOTA),539
FROST,MN,MINNEAPOLIS - ST. PAUL,613
FREMONT,NC,RALEIGH - DURHAM (FAYETVLLE),560
FRESNO,OH,"COLUMBUS, OH",535
FRIEND,NE,LINCOLN & HSTNGS - KRNY,722
FRIEDENSBURG,PA,WILKES BARRE - SCRANTON,577
FRIDAY HARBOR,WA,SEATTLE - TACOMA,819
FRIARS POINT,MS,MEMPHIS,640
FRIANT,CA,FRESNO - VISALIA,866
FREWSBURG,NY,BUFFALO,514
FRESNO,TX,HOUSTON,618
FRENCHMANS BAYOU,AR,MEMPHIS,640
FRONTENAC,MN,MINNEAPOLIS - ST. PAUL,613
FRENCH SETTLEMENT,LA,BATON ROUGE,716
FRENCH GULCH,CA,CHICO - REDDING,868
FRENCH CREEK,WV,CLARKSBURG - WESTON,598
FRENCH CAMP,MS,COLUMBUS - TUPELO - WEST POINT,673
FRENCH CAMP,CA,SACRAMNTO - STKTN - MODESTO,862
FREMONT,WI,GREEN BAY - APPLETON,658
FREMONT,OH,TOLEDO,547
FRIENDLY,WV,WHEELING - STEUBENVILLE,554
FRIENDSHIP,AR,LITTLE ROCK - PINE BLUFF,693
FRIENDSHIP,IN,CINCINNATI,515
FRIENDSHIP,MD,BALTIMORE,512
FRONTENAC,KS,JOPLIN - PITTSBURG,603
FROMBERG,MT,BILLINGS,756
FROHNA,MO,PADUCAH - CAPE GIRAR D - HARSBG,632
FRITCH,TX,AMARILLO,634
FRISCO CITY,AL,MOBILE - PENSACOLA (FT WALT),686
FRISCO,NC,NORFOLK - PORTSMTH - NEWPT NWS,544
FRISCO,CO,DENVER,751
FRIESLAND,WI,MADISON,669
FRIES,VA,ROANOKE - LYNCHBURG,573
FRIERSON,LA,SHREVEPORT,612
FRIENDSVILLE,TN,KNOXVILLE,557
FRIENDSVILLE,PA,WILKES BARRE - SCRANTON,577
FRIENDSHIP,TN,MEMPHIS,640
FRIENDSHIP,OH,CHARLESTON - HUNTINGTON,564
FRIENDSHIP,NY,BUFFALO,514
FRANKLIN,GA,ATLANTA,524
FRANKLIN,AL,MOBILE - PENSACOLA (FT WALT),686
FRANKFORT,SD,SIOUX FALLS (MITCHELL),725
FORT HILL,PA,JOHNSTOWN - ALTOONA,574
FORT LAWN,SC,CHARLOTTE,517
FORT LARAMIE,WY,CHEYENNE - SCOTTSBLUF,759
FORT KLAMATH,OR,MEDFORD - KLAMATH FALLS,813
FORT JONES,CA,MEDFORD - KLAMATH FALLS,813
FORT JOHNSON,NY,ALBANY - SCHENECTADY - TROY,532
FORT IRWIN,CA,LOS ANGELES,803
FORT HUACHUCA,AZ,TUCSON (SIERRA VISTA),789
FORT HARRISON,MT,HELENA,766
FORT GAINES,GA,"COLUMBUS, GA",522
FORT HANCOCK,TX,EL PASO (LAS CRUCES),765
FORT HALL,ID,IDAHO FALLS - POCATELLO,758
FORT GREGG ADAMS,VA,RICHMOND - PETERSBURG,556
FORT GRATIOT,MI,DETROIT,505
FORT GIBSON,OK,TULSA,671
FORT GEORGE G MEADE,MD,BALTIMORE,512
FORT GAY,WV,CHARLESTON - HUNTINGTON,564
FORT LEAVENWORTH,KS,KANSAS CITY,616
FORT LORAMIE,OH,DAYTON,542
FORT LOUDON,PA,HARRISBURG - LNCSTR - LEB - YORK,566
FORT LUPTON,CO,DENVER,751
FORT RILEY,KS,TOPEKA,605
